호선명,역명,에스컬레이터 관리번호,,근접 출입구번호,시작층(지상/지하),시작층(운행역층),시작층(상세위치),종료층(지상/지하),종료층(운행역층),종료층(상세위치),승강기 상태,승강기형폭,승강기 일련번호
2호선,센텀시티,5,상행,8번,지하,1,(B1) 8번 출입구,지상,1,(1F) 8번 출입구,운행,800형,8800-295
2호선,센텀시티,6,하행,8번,지상,1,(1F) 8번 출입구,지하,1,(B1) 8번 출입구,운행,800형,8800-296
2호선,센텀시티,7,상행,,지하,2,(B2 )벡스코역 방향 3-4 출입문 앞,지하,1,(B1) 표 내는 곳 계단 옆,운행,1200형,8800-290
2호선,센텀시티,8,하행,,지하,1,(B1) 표 내는 곳 계단 옆,지하,2,(B2 )벡스코역 방향 3-4 출입문 앞,운행,1200형,8803-170
2호선,센텀시티,9,상행,,지하,2,(B2) 민락역 방향 5-4 출입문 앞,지하,1,(B1) 표 내는 곳 계단 옆,운행,1200형,8800-291
2호선,센텀시티,10,하행,,지하,1,(B1) 표 내는 곳 계단 옆,지하,2,(B2) 민락역 방향 5-4 출입문 앞,운행,1200형,8800-292
2호선,센텀시티,11,상행,,지하,2,(B2 )벡스코역 방향 1-4 출입문 앞,지하,1,(B1) 표 내는 곳 계단 옆,운행,1200형,8800-002
2호선,센텀시티,12,하행,,지하,1,(B1) 표 내는 곳 계단 옆,지하,2,(B2 )벡스코역 방향 1-4 출입문 앞,운행,1200형,8800-001
2호선,센텀시티,13,상행,,지하,2,(B2) 민락역 방향 4-1 출입문 앞,지하,1,(B1 )표 내는 곳 계단 옆,운행,1200형,8800-027
2호선,센텀시티,14,하행,,지상,1,(B1 )표 내는 곳 계단 옆,지하,2,(B2) 민락역 방향 4-1 출입문 앞,운행,1200형,8800-003
2호선,벡스코,1,하행,7번,지하,1,(B1) 7번출구,지상,1,(1F) 7번출구,운행,1200형,8805-431
2호선,벡스코,2,상행,7번,지상,1,(1F) 7번출구,지하,1,(B1) 7번출구,운행,1200형,8805-432
3호선,대저,1,하행,2번,지상,2,(2F) 1번 출입구 근처 교통카드 보충기 앞,지상,1,1층 2번 출입구 근처 탁구장 입구 앞,운행,800형,8800-843
3호선,대저,2,상행,2번,지상,1,(1F) 2번 출입구 근처 탁구장 입구 앞,지상,2,2층 1번 출입구 근처 교통카드 보충기 앞,운행,800형,8800-844
3호선,대저,3,상행,2번,지상,1,(2F) 2번 출입구 근처  주차장 출입구 앞,지상,2,2층 1번 출입구 근처 역무실 출입문 앞,운행,800형,8800-845
3호선,대저,4,하행,2번,지상,2,(1F) 1번 출입구 근처 역무실 출입문 앞,지상,1,1층 2번 출입구 근처  주차장 출입구 앞,운행,800형,8800-846
3호선,대저,5,상행,,지상,2,(2F) 1번 출입구 근처 엘리베이터 2호기 앞,지상,3,,운행,800형,8800-847
3호선,대저,6,상행,,지상,2,(2F) 1번 출입구 근처 1번 개찰구 앞,지상,3,3층 체육공원역 방향 승강장 3-1 출입문 앞,운행,1200형,8800-848
3호선,대저,7,하행,,지상,3,(3F) 대저차량기지 방향 승강장 3-1 출입문 앞,지상,2,2층 1번 출입구 근처 5번 개찰구 앞,운행,1200형,8800-849
3호선,체육공원,1,하행,2번,지상층,1,1층 2번출구 옆,지상층,2,2층 대합실 중간,운행,800형,8800-850
3호선,체육공원,2,상행,2번,지상층,1,1층 2번출구 옆,지상층,2,2층 대합실 중간,운행,800형,8800-851
3호선,체육공원,3,상행,2번,지상층,1,1층 주차장 중간,지상층,2,2층 대합실 중간,미운행,800형,8800-852
3호선,체육공원,4,하행,2번,지상층,1,1층 주차장 중간,지상층,2,2층 대합실 중간,미운행,800형,8800-853
3호선,체육공원,5,하행,3번,지상층,2,2층,지상층,3,고객센터 앞,운행,1200형,8800-854
3호선,체육공원,6,상행,3번,지상층,2,2층 대합실 중간,지상층,3,고객센터 앞,운행,1200형,8800-855
3호선,체육공원,7,상행,,지상층,3,대합실 남쪽(1번대 게이트 옆),지상층,4,수영행 승강장 중간,운행,800형,8800-856
3호선,체육공원,8,하행,,지상층,3,대합실 남쪽(1번대 게이트 옆),지상층,4,수영행 승강장 중간,운행,1200형,8800-857
3호선,체육공원,9,상행,,지상층,3,대합실 남쪽(1번대 게이트 옆),지상층,4,대저행 승강장 중간,운행,1200형,8800-858
3호선,체육공원,10,하행,,지상층,3,대합실 남쪽(1번대 게이트 옆),지상층,4,대저행 승강장 중간,운행,800형,8800-859
3호선,강서구청,1,하행,1번,지상,2,(2F) 1번 출입구 근처,지상,1,(1F) 1번 출입구 근처,운행,800형,8800-836
3호선,강서구청,2,상행,1번,지상,1,(1F) 1번 출입구 근처,지상,2,(2F) 1번 출입구 근처,운행,800형,8800-837
3호선,강서구청,3,상행,2번,지상,1,(1F) 2번 출입구 근처,지상,2,(2F) 2번 출입구 근처,미운행,800형,8807-705
3호선,강서구청,4,하행,2번,지상,2,(2F) 2번 출입구 근처,지상,1,(1F) 2번 출입구 근처,미운행,800형,8807-704
3호선,강서구청,5,하행,,지상,4,(4F) 대합실 고객센터 맞은편,지상,2,(2F) 대합실 8번 창고 앞,운행,800형,8803-116
3호선,강서구청,6,상행,,지상,2,(2F) 대합실 8번 창고 앞,지상,4,(4F) 대합실 고객센터 맞은편,운행,800형,8803-117
3호선,강서구청,7,상행,5번,지상,1,(1F) 5번 출입구 근처,지상,4,(4F) 5번 출입구 근처,운행,800형,8800-838
3호선,강서구청,8,하행,5번,지상,4,(4F) 5번 출입구 근처,지상,1,(1F) 5번 출입구 근처,운행,1200형,8800-839
3호선,강서구청,9,상행,,지상,4,(4F) 1번대 표내는 곳 내 3번 계단 맞은편,지상,5,(5F) 구포역 방향 2-4 출입문 앞,운행,1200형,8800-840
3호선,강서구청,10,하행,,지상,5,(5F) 구포역 방향 2-4 출읿문 앞,지상,4,(4F) 1번대 표 내는 곳 내 3번 계단 맞은편,운행,1200형,8800-841
3호선,강서구청,11,상행,,지상,4,(4F) 30번대 표 내는 곳 내 4번 계단 맞은편,지상,5,(5F) 체육공원역 방향 2-4 출입문 앞,운행,1200형,8803-118
3호선,강서구청,12,하행,,지상,5,(5F) 체육공원역 방향 2-4 출입문 앞,지상,4,(4F) 30번대 표 내는 곳 내 4번 계단 맞은편,운행,1200형,8800-842
3호선,구포,1,하행,1번 ,지상,1,(1F) 1번 출입구 방향,지상,0.5,(1F) 1번 출입구 방향,운행,1200형,8803-111
3호선,구포,2,상행,1번 ,지상,0.5,(1F) 1번 출입구 방향,지상,1,(1F) 1번 출입구 방향,운행,1200형,8803-112
3호선,구포,3,하행,1번 ,지상,2,(2F) 1번 출입구 방향,지상,1,(1F) 1번 출입구 방향,운행,1200형,8800-682
3호선,구포,4,상행,1번 ,지상,1,(1F) 1번 출입구 방향,지상,2,(2F) 1번 출입구 방향,운행,1200형,8803-113
3호선,구포,5,상행,3번,지상,1,(1F) 3번 출입구 방향,지상,2,(2F) 3번 출입구 방향,운행,800형,8803-114
3호선,구포,6,상행,,지상,1,(1F) 덕천역 방향 승강장4-4 출입문 앞,지상,2,(2F) 10번대 표내는곳 내 계단 옆,운행,800형,8800-683
3호선,구포,7,상행,,지상,1,(1F) 덕천역 방향 승강장 1-1 출입문 앞,지상,2,(2F) 1번대 표내는곳 내 계단 옆,미운행,800형,8807-687
3호선,구포,8,상행,,지상,1,(1F) 강서구청역 방향 승강장 4-4 출입문 앞,지상,2,(2F) 20번대 표내는곳 내 계단 옆,운행,800형,8800-684
3호선,구포,9,상행,,지상,1,(1F) 강서구청역 방향 승강장 1-1 출입문 앞,지상,2,(2F) 30번대 표내는곳 내 계단 옆,운행,800형,8800-685
3호선,3덕천,1,상행,9번,지하,1,(B1) 9번 출입구 방향,지상,1,(1F) 9번 출입구 근처,운행,800형,8803-602
3호선,3덕천,2,하행,9번,지상,1,(1F) 9번 출입구 근처,지하,1,(B1) 9번 출입구 방향,운행,800형,8803-603
3호선,3덕천,3,상행,12번,지하,1,(B1) 12번 출입구 방향,지상,1,(1F) 12번 출입구 근처,운행,800형,8803-604
3호선,3덕천,4,하행,12번,지상,1,(1F) 12번 출입구 근처,지하,1,(B1) 12번 출입구 방향,운행,800형,8803-605
3호선,3덕천,5,하행,,지하,2,(B2) 환승 통로 옆,지하,1,(B1) 덕천지하상가 앞,운행,800형,8803-606
3호선,3덕천,6,상행,,지하,1,(B1) 덕천지하상가 앞 ,지하,2,(B2) 환승 통로 옆,운행,1200형,8803-607
3호선,3덕천,7,상행,,지하,2,(B2) 환승 계단 옆,지하,1,(B1) 역무실 옆,운행,1200형,8803-608
3호선,3덕천,8,하행,,지하,3,(B3) 숙등역 방향 승강장 4-4 출입문 앞,지하,2,(B2) 환승 통로 옆,운행,800형,8803-609
3호선,3덕천,9,상행,,지하,2,(B2) 환승 통로 옆,지하,3,(B3) 구포역 방향 승강장 4-4 출입문 앞,운행,1200형,8803-610
3호선,3덕천,10,상행,,지하,3,(B3) 구포역 방향 승강장 2-4 출입문 앞,지하,2,(B2) 수정역 방향 승장강 6-4 출입문 앞,운행,1200형,8803-611
3호선,숙등,1,하행,3번,지하,1,(B1) 3번 출입구 근처,지상,1,(F1) 3번 출입구 근처,운행,800형,8803-591
3호선,숙등,2,상행,3번,지하,1,(B1) 3번 출입구 근처,지상,1,(F1) 3번 출입구 근처,운행,800형,8803-592
3호선,숙등,3,하행,4번,지하,1,(B1) 4번 출입구 근처,지상,1,(F1) 4번 출입구 근처,운행,800형,8803-593
3호선,숙등,4,상행,4번,지하,1,(B1) 4번 출입구 근처,지상,1,(F1) 4번 출입구 근처,운행,800형,8803-594
3호선,숙등,5,하행,,지하,3,(B3) 남산정역 방향 2-4 출입문 앞,지하,1,(B1) 3번 출입구 방향,운행,800형,8803-595
3호선,숙등,6,상행,,지하,3,(B3) 남산정역 방향 2-4 출입문 앞,지하,1,(B1) 3번 출입구 방향,운행,1200형,8803-596
3호선,숙등,7,하행,,지하,3,(B3) 남산정역 방향 1-1 출입문 옆쪽 20M,지하,1,(B1) 5번 출입구 방향,운행,800형,8803-966
3호선,숙등,8,상행,,지하,3,(B3) 남산정역 방향 1-1 출입문 옆쪽 20M,지하,1,(B1) 5번 출입구 방향,운행,1200형,8803-967
3호선,숙등,9,상행,,지하,3,(B3) 덕천역 방향 3-1 출입문 앞,지하,1,(B1) 4번 출입구 방향,운행,1200형,8803-597
3호선,숙등,10,하행,,지하,3,(B3) 덕천역 방향 3-1 출입문 앞,지하,1,(B1) 4번 출입구 방향,운행,800형,8803-598
3호선,숙등,11,상행,,지하,3,(B3) 덕천역 방향 1-1 출입문 옆쪽 20M,지하,1,(B1) 6번 출입구 방향,운행,1200형,8803-968
3호선,숙등,12,하행,,지하,3,(B3) 덕천역 방향 1-1 출입문 옆쪽 20M,지하,1,(B1) 6번 출입구 방향,운행,800형,8803-969
3호선,남산정,1,상행,1번,시작층(지하),1,(B1) 1번 출입구,종료층(지상),1,(1F) 1번 출입구,운행,800형,8800-686
3호선,남산정,2,하행,1번,시작층(지상),1,(1F) 1번 출입구 ,종료층(지하),1,(B1) 1번 출입구,운행,800형,8800-687
3호선,남산정,3,상행,2번,시작층(지하),1,(B1) 2번 출입구 ,종료층(지상),1,(1F) 2번 출입구,운행,800형,8800-688
3호선,남산정,4,하행,2번,시작층(지상),1,(1F) 2번 출입구 ,종료층(지하),1,(B1) 2번 출입구,운행,800형,8800-689
3호선,남산정,5,상행,4번,시작층(지하),1,(B1) 4번 출입구 ,종료층(지상),1,(1F) 4번 출입구,운행,800형,8800-690
3호선,만덕,1,하행,3번,지하,1,3번출구 계단 > 지하1층 대합실,1,1,지하1층 대합실,운행,1200형,8800-678
3호선,만덕,2,상행,3번,지하,1,지하1층 대합실 >3번출구 계단,1,1,3번출구 계단,운행,1200형,8800-679
3호선,만덕,3,하행,4번,지하,1,4번출구 계단 > 지하1층 대합실,1,1,지하 1층 대합실,운행,1200형,8800-680
3호선,만덕,4,상행,2번,지하,1,지하1층 대합실 >2번출구 계단,1,11,2번출구 계단,운행,1200형,8800-681
3호선,만덕,5,상행,,지하,1,지하1층 대합실 > 지하3층,3,1,지하3층 승강장 방향,미운행,1200형,8807-696
3호선,만덕,6,하행,,지하,3,지하3층 > 지하1층 대합실,1,1,지하1층 대합실,미운행,1200형,8807-703
3호선,만덕,7,상행,,지하,3,지하3층 > 지하5층,5,5,지하5층 승강장 방향,미운행,1200형,8807-697
3호선,만덕,8,하행,,지하,5,지하5층 > 지하3층,3,3,지하3층 대합실 방향,미운행,1200형,8807-698
3호선,만덕,9,상행,,지하,7,지하7층 > 지하5층,지하,5,지하5층 대합실 방향,미운행,1200형,8807-688
3호선,만덕,10,하행,,지하,5,지하5층 > 지하7층,지하,7,지하7층 승강장 방향,미운행,1200형,8807-689
3호선,만덕,11,상행,,지하,9,지하9층 > 지하7층,지하,7,지하7층 대합실 방향,미운행,1200형,8807-690
3호선,만덕,12,하행,,지하,7,지하7층 > 지하9층,지하,9,지하9층 승강장 방향,미운행,1200형,8807-691
3호선,만덕,13,상행,,지하,3,지하3층 > 지하1층 대합실,지하,1,지하1층 대합실,운행,1200형,8807-699
3호선,만덕,14,하행,,지하,1,지하1층 대합실 > 지하3층,지하,3,지하3층 승강장 방향,운행,1200형,8807-700
3호선,만덕,15,상행,,지하,5,지하5층 > 지하3층,지하,3,지하3층 대합실 방향,운행,1200형,8807-701
3호선,만덕,16,하행,,지하,3,지하3층 > 지하5층,지하,5,지하5층 승강장 방향,운행,1200형,8807-702
3호선,만덕,17,하행,,지하,5,지하5층 > 지하7층,지하,7,지하7층 승강장 방향,운행,1200형,8807-692
3호선,만덕,18,상행,,지하,7,지하7층 > 지하5층,지하,5,지하5층 대합실 방향,운행,1200형,8807-693
3호선,만덕,19,하행,,지하,7,지하7층 > 지하9층,지하,9,지하9층 승강장 방향,운행,1200형,8807-694
3호선,만덕,20,상행,,지하,9,지하9층 > 지하7층,지하,7,지하7층 대합실 방향,운행,1200형,8807-695
3호선,미남,1,상행,"1, 3번",지하,2,(B2) 사직역 방향 승강장 2-4 출입문 앞 > (B1),지하,1,"(B1) 표 내는 곳, 1번/3번 출입구 방향",운행,800형,8800-662
3호선,미남,2,하행,"1, 3번",지하,1,(B1) 펴 내는 곳 내 계단 옆 > (B2),지하,2,(B2) 만덕역 방향 승강장 2-4출입문 앞,운행,800형,8800-663
3호선,미남,7,상행,"1, 3번",지하,3,(B3) 회차선방향 5-2 출입문 앞 > (B2),지하,2,(B2) 사직역 방향 승강장 2-4출입문 앞,운행,1200형,8803-689
3호선,미남,8,하행,"1, 3번",지하,2,(B2) 만덕역 방향 승강장 2-4 출입문 앞 > (B3),지하,3,(B3) 동래역 방향 승강장 5-2출입문 앞,운행,1200형,8803-688
3호선,사직,1,상행,1번,지하,1,(B1) 1번 출입구 앞 대합실,지상,1,(1F) 1번 출입구 앞,운행,1200형,8800-578
3호선,사직,2,하행,2번,지상,1,(1F) 2번 출입구 앞,지하,1,(B1) 2번 출입구 앞 대합실,운행,800형,8800-580
3호선,사직,3,상행,2번,지하,1,(B1) 2번 출입구 앞 대합실,지상,1,(1F) 2번 출입구 앞,운행,800형,8800-579
3호선,종합운동장,1,상행,1번,지하,1,(B1) 거제역 방향 1번출구,지상,1,(1층) 1번 출입구,운행,1200형,8800-649
3호선,종합운동장,2,하행,1번,지상,1,(1층)거제역 방향 1번출구,지하,1,(B1) 지하 1층,운행,1200형,8800-650
3호선,종합운동장,3,하행,7번,지상,1,(1층)부산시의료원 방향,지하,2,(B2) 지하 2층 중앙통로,운행,1200형,8800-651
3호선,종합운동장,4,상행,7번,지하,2,(B2)부산시의료원 방향,지상,1,(1층) 7번 출입구,운행,1200형,8800-652
3호선,종합운동장,5,상행,11번,지하,2,(B2)사직역 방향,지상,1,(1층) 11번 출입구,운행,1200형,8800-653
3호선,종합운동장,6,하행,11번,지상,1,(1층)사직역 방향,지하,2,(B2) 지하 2층 중앙통로,운행,800형,8800-654
3호선,종합운동장,7,상행,4번,지하,2,(B2) 사직역 방향,지상,1,(1층) 4번 출입구,운행,1200형,8800-655
3호선,종합운동장,8,상행,,지하,2,(B2) 거제방향 개찰구 옆,지하,1,"1번, 2번 출입구 방향",운행,1200형,8800-656
3호선,종합운동장,9,하행,,지하,1,"(B1) 1번, 2번 출구 근처",지하,2,거제방향 개찰구 옆,운행,1200형,8800-657
3호선,종합운동장,10,상행,,지하,3,(B3) 거제방향 승강장 3-4 옆,지하,2,"1번, 2번 출입구 방향",운행,1200형,8800-658
3호선,종합운동장,11,하행,,지하,2,(B2) 거제방향 개찰구 옆,지하,3,(B3) 거제방향 승강장 3-4 옆,운행,800형,8800-659
3호선,종합운동장,12,하행,,지하,2,(B2)거제방향 개찰구 옆,지하,3,(B3)  사직방향 승강장 3-4 옆,운행,800형,8800-660
3호선,종합운동장,13,상행,,지하,3,(B3)  사직방향 승강장 3-4 옆,지하,2,"1번, 2번 출입구 방향",운행,1200형,8800-661
3호선,거제,1,상행,1번,지하,B1,(B1F)대합실 1번출구 계단 옆,지상,1,(1F)대합실 1번출구 계단 옆,운행,1200형,8800-573
3호선,거제,2,상행,2번,지하,B1,(B1F)대합실 2번출구  계단 옆,지상,1,(1F)대합실 2번출구  계단 옆,운행,1200형,8800-574
3호선,거제,3,상행,7번,지하,B1,(B1F)대합실 7번출구 계단 옆,지상,1,(1F)대합실 7번출구 계단 옆,운행,800형,8800-575
3호선,거제,4,상행,8번,지하,B1,(B1F)대합실 8번출구 계단 옆,지상,1,(1F)대합실 8번출구 계단 옆,운행,800형,8800-576
3호선,거제,5,하행,8번,지상,1,(1F)지상 8번출구 계단 옆,지하,B1,(B1F)지상 8번출구 계단 옆,운행,800형,8800-577
3호선,3연산,1,하행,4번,지하,1,(B1)4번출입구 계단 옆,지상,1,(B1)4번출입구 계단 옆,운행,800형,8803-523
3호선,3연산,2,상행,4번,지하,1,(B1)4번출입구 계단 옆,지상,1,(B1)4번출입구 계단 옆,운행,800형,8803-524
3호선,3연산,3,하행,17번,지하,1,(B1)17번출입구,지상,1,(B1)17번출입구,운행,800형,8803-525
3호선,3연산,4,상행,17번,지하,1,(B1)17번출입구,지상,1,(B1)17번출입구,운행,800형,8803-526
3호선,3연산,5,하행,,지하,1,"(B1)표내는곳 계단 옆, 4번 출입구 방향",지하,2,(B2)교대역 방향 환승통로,운행,1200형,8800-028
3호선,3연산,6,상행,,지하,2,(B2)교대역 방향 환승통로,지하,1,"(B1)표내는곳 계단 옆, 4번 출입구 방향",운행,1200형,8800-029
3호선,3연산,7,하행,,지하,1,"(B1)표내는곳 계단 옆, 3번/17 출입구 방향",지하,2,(B2)시청역 방향 환승통로,운행,1200형,8800-030
3호선,3연산,8,상행,,지하,2,(B2)시청역 방향 환승통로,지하,1,"(B1)표내는곳 계단 옆, 3번/17 출입구 방향",운행,1200형,8800-031
3호선,3연산,9,상행,,지하,4,(B4)물만골역 방향 승강장 4-4출입문 앞,지하,2,(B2)교대역 방향 환승통로,운행,1200형,8800-032
3호선,3연산,10,상행,,지하,4,(B4)거제역 방향 승강장 4-4출입문 뒤,지하,2,(B2)교대역 방향 환승통로,운행,1200형,8800-033
3호선,3연산,11,하행,,지하,2,(B2)교대역 방향 환승통로,지하,4,(B4)물만골역 방향 승강장 3-3출입문 옆,운행,1200형,8800-034
3호선,3연산,12,상행,,지하,4,(B4)물만골역 방향 승강장 3-3출입문 옆,지하,2,(B2)교대역 방향 환승통로,운행,1200형,8800-035
3호선,3연산,13,하행,,지하,2,(B2)교대역 방향 환승통로,지하,4,(B4)거제역 방향 승강장 3-3출입문 옆,운행,1200형,8800-036
3호선,3연산,14,상행,,지하,4,(B4)거제역 방향 승강장 3-3출입문 옆,지하,2,(B2)교대역 방향 환승통로,운행,1200형,8800-037
3호선,3연산,15,하행,,지하,2,(B2)시청역 방향 환승통로,지하,4,(B4)물만골역 방향 승강장 2-1출입문 옆,운행,1200형,8800-038
3호선,3연산,16,상행,,지하,4,(B4)물만골역 방향 승강장 2-1출입문 옆,지하,2,(B2)시청역 방향 환승통로,운행,1200형,8800-039
3호선,3연산,17,하행,,지하,2,(B2)시청역 방향 환승통로,지하,4,(B4)거제역 방향 승강장 2-1출입문 옆,운행,1200형,8800-040
3호선,3연산,18,상행,,지하,4,(B4)거제역 방향 승강장 2-1출입문 옆,지하,2,(B2)시청역 방향 환승통로,운행,1200형,8800-041
3호선,3연산,19,상행,,지하,4,(B4)물만골역 방향 승강장 1-1출입문 뒤,지하,2,(B2)시청역 방향 환승통로,운행,1200형,8800-042
3호선,3연산,20,상행,,지하,4,(B4)거제역 방향 승강장 1-1출입문 앞,지하,2,(B2)시청역 방향 환승통로,운행,1200형,8800-043
3호선,물만골,1,하행,,지하,1,(B1) 1번/2번 출입구 통로 방향,지하,1,"(B1) 만남의 장소, 1번/2번 출입구 방향",운행,1200형,8800-711
3호선,물만골,2,상행,,지하,1,"(B1) 만남의 장소, 1번/2번 출입구 방향",지하,1,(B1) 1번/2번 출입구 통로 방향,운행,1200형,8800-712
3호선,물만골,3,상행,,지하,1,(B1) 3번/4번 출입구 통로 방향,지하,1,"(B1) 만남의 장소, 3번/4번 출입구 방향",운행,1200형,8800-713
3호선,물만골,4,하행,,지하,1,"(B1) 만남의 장소, 3번/4번 출입구 방향",지하,1,(B1) 3번/4번 출입구 통로 방향,운행,1200형,8800-714
3호선,물만골,5,하행,,지하,1,(B1) 만남의 장소 옆,지하,2,(B2) 표 내는 곳 방향,운행,1200형,8800-709
3호선,물만골,6,상행,,지하,2,(B2) 표 내는 곳 방향,지하,1,(B1) 만남의 장소 옆,운행,1200형,8800-710
3호선,물만골,7,하행,,지하,2,(B2) 표 내는 곳 내 계단 옆,지하,4,(B4) 승강장 방향 중간층 복도,운행,1200형,8800-715
3호선,물만골,8,상행,,지하,4,(B4) 승강장 방향 중간층 복도,지하,2,(B2) 표 내는 곳 내 계단 옆,운행,1200형,8800-716
3호선,물만골,9,상행,,지하,5,(B5) 배산역 방향 1-2 출입문 앞,지하,4,(B4) 승강장 방향 중간층 복도,운행,1200형,8800-717
3호선,물만골,10,상행,,지하,5,(B5) 배산역 방향 3-2 출입문 앞,지하,4,(B4) 승강장 방향 중간층 복도,운행,1200형,8800-718
3호선,물만골,11,상행,,지하,5,(B5) 연산역 방향 1-2 출입문 앞,지하,4,(B4) 승강장 방향 중간층 복도,운행,1200형,8800-719
3호선,물만골,12,상행,,지하,5,(B5) 연산역 방향 3-2 출입문 앞,지하,4,(B4) 승강장 방향 중간층 복도,운행,1200형,8800-720
3호선,배산,1,하행,3번,지상,1,(B1) 3번 출입구,지하,1,(1F) 3번 출입구,운행,800형,8800-593
3호선,배산,2,상행,3번,지하,1,(B1) 3번 출입구,지상,1,(1F) 3번 출입구,운행,800형,8800-594
3호선,배산,3,하행,4번,지상,1,(B1) 4번 출입구,지하,1,(1F) 4번 출입구,운행,800형,8800-727
3호선,배산,4,상행,4번,지하,1,(B1) 4번 출입구,지상,1,(1F) 4번 출입구,운행,800형,8800-728
3호선,배산,5,하행,,지하,1,(B1) 10번대 개집표기 내,지하,4,(B4) 대합실,운행,1200형,8800-595
3호선,배산,6,상행,,지하,4,(B4) 대합실,지하,1,(B1) 10번대 개집표기 내,운행,1200형,8800-729
3호선,배산,7,하행,,지하,1,(B1) 1번대 개집표기 내,지하,4,(B4) 대합실,운행,1200형,8800-730
3호선,배산,8,상행,,지하,4,(B4) 대합실,지하,1,(B1) 1번대 개집표기 내,운행,1200형,8800-731
3호선,배산,9,하행,,지하,4,(B4) 대합실,지하,7,(B7) 대합실,운행,1200형,8800-732
3호선,배산,10,상행,,지하,7,(B7) 대합실,지하,4,(B4) 대합실,운행,1200형,8800-733
3호선,배산,11,하행,,지하,4,(B4) 대합실,지하,7,(B7) 대합실,운행,1200형,8800-734
3호선,배산,12,상행,,지하,7,(B7) 대합실,지하,4,(B4) 대합실,운행,1200형,8800-735
3호선,배산,13,상행,,지하,8,수영방면 승강장,지하,7,(B7) 대합실,운행,1200형,8800-596
3호선,배산,14,하행,,지하,7,(B7) 대합실,지하,8,수영방면 승강장,운행,1200형,8800-597
3호선,배산,15,상행,,지하,8,대저방면 승강장,지하,7,(B7) 대합실,운행,1200형,8800-598
3호선,배산,16,하행,,지하,7,(B7) 대합실,지하,8,대저방면 승강장,운행,1200형,8800-599
3호선,망미,1,하행,"5, 7번",지상,1층,1F 7번 출입구 > B1 대합실,지하,1층,1F 7번 출입구 > B1 대합실,운행,800형,8803-001
3호선,망미,2,상행,"5, 7번",지하,1층,B1 대합실 > 1F 7번 출입구,지상,1층,B1 대합실 > 1F 7번 출입구,운행,800형,8803-002
3호선,망미,3,하행,"6, 8번",지상,1층,1F 8번 출입구 > B1 대합실,지하,1층,1F 8번 출입구 > B1 대합실,운행,800형,8803-003
3호선,망미,4,상행,"6, 8번",지하,1층,B1 대합실 > 1F 8번 출입구,지상,1층,B1 대합실 > 1F 8번 출입구,운행,800형,8803-004
3호선,망미,5,상행,"3, 4번",지하,5층,"B5 대합실 > B1 3, 4번 출입구 방향",지하,1층,"B5 대합실 > B1 3, 4번 출입구 방향",운행,1200형,8800-691
3호선,망미,6,하행,"3, 4번",지하,1층,"B1 3, 4번 출입구 방향 > B5 대합실",지하,5층,"B1 3, 4번 출입구 방향 > B5 대합실",운행,1200형,8803-005
3호선,망미,7,하행,"5, 6, 7, 8번",지하,1층,"B1 5, 6, 7, 8번 출입구 방향 > B5 대합실",지하,5층,"B1 5, 6, 7, 8번 출입구 방향 > B5 대합실",운행,1200형,8803-006
3호선,망미,8,상행,"5, 6, 7, 8번",지하,5층,"B5 대합실 > B1 5, 6, 7, 8번 출입구 방향",지하,1층,"B5 대합실 > B1 5, 6, 7, 8번 출입구 방향",운행,1200형,8803-007
3호선,망미,9,상행,"3, 4, 5, 6, 7, 8번",지하,6층,B6 수영역 방향 1-3 출입문 앞 >B5 대합실,지하,5층,B6 수영역 방향 1-3 출입문 앞 > B5 대합실,운행,1200형,8803-008
3호선,망미,10,하행,"3, 4, 5, 6, 7, 8번",지하,5층,B5 대합실 > B6 수영역 방향 1-3 출입문 앞,지하,6층,B5 대합실 > B6 수영역 방향 1-3 출입문 앞,운행,1200형,8803-009
3호선,망미,11,상행,"3, 4, 5, 6, 7, 8번",지하,6층,B6 배산역 방향 1-3 출입문 앞 >B5 대합실,지하,5층,B6 배산역 방향 1-3 출입문 앞 > B5 대합실,운행,1200형,8803-010
3호선,망미,12,하행,"3, 4, 5, 6, 7, 8번",지하,5층,B5 대합실 > B6 배산역 방향 1-3 출입문 앞,지하,6층,B5 대합실 > B6 배산역 방향 1-3 출입문 앞,운행,1200형,8800-692
3호선,3수영,7,상행,,지하,B3,(B3) 3호선 승강장 망미역 방면 끝,지하,B2,(B2) 민락역 방향 5-3 출입문 앞,운행,1200형,8800-048
3호선,3수영,8,하행,,지하,B2,(B2) 민락역 방향 6-4 출입문 앞,지하,B3,(B3) 망미역 방향 1-1 출입문 앞,운행,1200형,8800-049
3호선,3수영,9,상행,,지하,B3,(B3) 3호선 승강장 주박지 방면 끝,지하,B2,(B2) 광안역 방향 2-2 출입문 앞,운행,1200형,8800-050
3호선,3수영,10,하행,,지하,B2,(B2) 광안역 방향 1-1 출입문 앞,지하,B3,(B3) 수영역 종착 방향 4-3 출입문 앞,운행,1200형,8800-051
4호선,미남광장,1,상행,8번,지하,1,(B1) 8번 출입구 뱡향,지하,중간층,중간층 8번 출입구 방향,운행,800형,8803-690
4호선,미남광장,2,하행,8번,지하,중간층,중간층 > 광장 연결통로,지하,1,(B1) 광장 연결통로,운행,800형,8803-691
4호선,미남광장,3,상행,9번,지하,1,(B1) 9번 출입구 방향,지하,중간층,중간층 9번 출입구 방향,운행,1200형,8803-692
